timestamp,Temp [°C],Wind [m/s],Wind Power [MWh],Wind Power Capacity [MWh],Price [c/kWh]
20230612T170000Z,20.1,4.3,3134.8,5772.0,0.409
20230612T180000Z,17.6,3.3,3173.725,5772.0,0.001
20230612T190000Z,15.3,2,3238.675,5772.0,0.0
20230612T200000Z,12.9,1.4,3062.3,5772.0,-0.013
20230612T210000Z,11.4,2.1,3011.525,5772.0,-0.303
20230612T220000Z,10.4,2.3,3028.45,5772.0,-1.132
20230612T230000Z,10.1,2.3,3014.425,5772.0,-2.01
20230613T000000Z,9.6,2.6,2977.375,5772.0,-3.003
20230613T010000Z,9.3,2.7,2790.3,5772.0,-1.601
20230613T020000Z,10.3,3.2,2497.225,5772.0,-0.107
20230613T030000Z,11.8,4,2397.425,5772.0,1.843
20230613T040000Z,13.7,4,2068.1,5772.0,4.168
20230613T050000Z,15.9,4.9,1494.125,5772.0,5.521
20230613T060000Z,17.5,5.4,1282.175,5772.0,5.591
20230613T070000Z,19.2,5.2,1160.05,5772.0,5.611
20230613T080000Z,20.4,5.2,1087.35,5772.0,5.548
20230613T090000Z,21.3,4.8,1124.8,5772.0,5.419
20230613T100000Z,22.3,5.2,1249.575,5772.0,5.444
20230613T110000Z,23.1,5.1,1356.85,5772.0,5.2
20230613T120000Z,23.8,5.4,1351.425,5772.0,4.85
20230613T130000Z,23.9,5.1,1165.725,5772.0,5.532
20230613T140000Z,24,4.9,913.875,5772.0,5.597
20230613T150000Z,24,5.1,773.25,5772.0,5.786
20230613T160000Z,23.3,4.8,666.825,5772.0,5.728
20230613T170000Z,21.6,4.7,595.425,5772.0,5.988
20230613T180000Z,19.7,3.8,512.5,5772.0,5.992
20230613T190000Z,16.6,1.8,473.825,5772.0,5.816
20230613T200000Z,14.1,0.6,477.575,5772.0,5.664
20230613T210000Z,11.9,0.6,524.55,5772.0,5.476
20230613T220000Z,10.7,0.5,523.9,5772.0,5.637
20230613T230000Z,9.4,0.4,503.3,5772.0,5.631
20230614T000000Z,9,0.5,431.175,5772.0,5.625
20230614T010000Z,8.3,1,314.175,5772.0,5.601
20230614T020000Z,9.7,0.5,264.875,5772.0,5.708
20230614T030000Z,12.9,0.3,259.55,5772.0,6.177
20230614T040000Z,16.3,0.7,183.175,5772.0,6.545
20230614T050000Z,18.3,2,110.675,5772.0,7.023
20230614T060000Z,19.5,3.1,101.825,5772.0,7.383
20230614T070000Z,20.5,2.5,132.25,5772.0,7.168
20230614T080000Z,21.4,1.9,174.825,5772.0,7.005
20230614T090000Z,22.2,2.2,231.15,5772.0,6.759
20230614T100000Z,22.6,2.9,285.1,5772.0,6.991
20230614T110000Z,23.2,2.3,328.5,5772.0,6.834
20230614T120000Z,23.6,2.7,438.475,5772.0,6.846
20230614T130000Z,23.9,2.8,498.45,5772.0,7.001
20230614T140000Z,24.2,2.7,467.775,5772.0,7.139
20230614T150000Z,24.4,2.1,395.75,5772.0,7.406
20230614T160000Z,24.4,0.9,341.0,5772.0,7.227
20230614T170000Z,23.8,1.3,349.575,5772.0,7.198
20230614T180000Z,21.8,1.3,383.2,5772.0,7.004
20230614T190000Z,18.6,0.8,417.8,5772.0,6.349
20230614T200000Z,15.2,0.6,583.8,5772.0,5.769
20230614T210000Z,13.1,0.3,750.675,5772.0,5.048
20230614T220000Z,11.8,0.3,759.05,5772.0,5.265
20230614T230000Z,10.6,0.6,777.95,5772.0,4.847
20230615T000000Z,10.4,0.5,773.0749999999999,5772.0,4.834
20230615T010000Z,9.7,0.5,776.85,5772.0,5.026
20230615T020000Z,11,0.4,755.5500000000001,5772.0,5.187
20230615T030000Z,13.5,0.3,698.675,5772.0,5.85
20230615T040000Z,17.9,0.5,507.625,5772.0,6.069
20230615T050000Z,20.5,0.5,370.2,5772.0,6.746
20230615T060000Z,21.9,1.4,232.075,5772.0,7.226
20230615T070000Z,22.8,1.8,199.275,5772.0,6.99
20230615T080000Z,23.6,2.5,222.45,5772.0,6.854
20230615T090000Z,24.3,2.6,246.375,5772.0,6.773
20230615T100000Z,24.9,2.1,260.425,5772.0,6.807
20230615T110000Z,25.5,2.5,287.525,5772.0,7.015
20230615T120000Z,26,2.6,298.8,5772.0,6.994
20230615T130000Z,26.3,2.6,282.45,5772.0,6.8
20230615T140000Z,26.4,2.1,288.15,5772.0,6.702
20230615T150000Z,26.4,1.9,289.575,5772.0,6.791
20230615T160000Z,26.5,1.4,299.85,5772.0,6.991
20230615T170000Z,26.1,1.1,360.8,5772.0,6.869
20230615T180000Z,23.7,2,481.45,5772.0,6.362
20230615T190000Z,22.1,2.1,640.275,5772.0,6.047
20230615T200000Z,20.3,1.8,774.0999999999999,5772.0,5.684
20230615T210000Z,16,0.5,848.4749999999999,5772.0,5.148
20230615T220000Z,14.3,0.3,960.775,5772.0,6.301
20230615T230000Z,12.9,0.4,1038.175,5772.0,6.103
20230616T000000Z,12.5,1.3,967.9,5772.0,5.999
20230616T010000Z,10.8,0.8,823.125,5772.0,5.625
20230616T020000Z,13.3,0.8,816.675,5772.0,6.096
20230616T030000Z,16.7,0.9,757.275,5772.0,6.353
20230616T040000Z,18.3,1.3,488.45,5772.0,6.135
20230616T050000Z,20.3,1.4,322.5,5772.0,7.453
20230616T060000Z,21.9,1.7,269.15,5772.0,8.659
20230616T070000Z,23.4,2.3,285.8,5772.0,8.678
20230616T080000Z,24.5,2.5,361.975,5772.0,7.799
20230616T090000Z,25.4,2.2,411.45,5772.0,6.876
20230616T100000Z,26,1.6,485.3,5772.0,6.694
20230616T110000Z,26.8,2.4,556.3,5772.0,6.466
20230616T120000Z,27.1,2.3,668.4,5772.0,6.26
20230616T130000Z,27.3,2.8,732.725,5772.0,6.27
20230616T140000Z,27.4,1.9,829.55,5772.0,6.408
20230616T150000Z,27.4,2,852.525,5772.0,6.594
20230616T160000Z,26.8,2.2,823.575,5772.0,6.658
20230616T170000Z,26.2,2.1,895.025,5772.0,6.416
20230616T180000Z,25.1,1.6,1086.825,5772.0,5.969
20230616T190000Z,21.6,0.9,1253.0,5772.0,5.586
20230616T200000Z,20.7,3.6,1638.875,5772.0,5.12
20230616T210000Z,20.4,3.8,2306.925,5772.0,3.856
20230616T220000Z,19.1,3.2,2554.625,5772.0,4.758
20230616T230000Z,18.1,2.3,2438.975,5772.0,4.538
20230617T000000Z,18.1,2.1,2244.3,5772.0,4.718
20230617T010000Z,16.8,2,1968.775,5772.0,5.027
20230617T020000Z,16.3,2.1,1597.675,5772.0,5.049
20230617T030000Z,18.1,2.3,1394.325,5772.0,5.184
20230617T040000Z,19.1,2.1,957.0,5772.0,5.316
20230617T050000Z,20.6,3.1,514.0,5772.0,5.468
20230617T060000Z,21.8,2.6,311.475,5772.0,5.563
20230617T070000Z,23.6,3.2,326.05,5772.0,5.507
20230617T080000Z,24.6,2.9,439.35,5772.0,5.446
20230617T090000Z,25.5,3.8,481.675,5772.0,5.383
20230617T100000Z,25.9,3.4,437.475,5772.0,5.531
20230617T110000Z,26.8,3.1,375.85,5772.0,4.84
20230617T120000Z,26.8,3.1,327.4,5772.0,4.034
20230617T130000Z,27.1,3.3,329.525,5772.0,5.511
20230617T140000Z,26.9,3.2,369.05,5772.0,5.565
20230617T150000Z,26.6,2.9,407.975,5772.0,5.75
20230617T160000Z,26,3.1,507.425,5772.0,5.886
20230617T170000Z,25.2,4.4,595.65,5772.0,5.775
20230617T180000Z,23.6,3.6,758.375,5772.0,5.452
20230617T190000Z,21.6,2.5,1054.975,5772.0,5.301
20230617T200000Z,19.2,1.1,1539.025,5772.0,5.086
20230617T210000Z,16.5,0.7,2269.35,5772.0,4.224
20230617T220000Z,15,1.3,2740.575,5772.0,3.735
20230617T230000Z,15,1.7,3053.675,5772.0,2.458
20230618T000000Z,17.6,3.3,3123.7,5772.0,2.443
20230618T010000Z,16.5,2.2,2962.125,5772.0,2.424
20230618T020000Z,16.6,2.1,2644.05,5772.0,2.69
20230618T030000Z,17.8,3.2,2101.675,5772.0,4.28
20230618T040000Z,19,3.9,1244.7,5772.0,4.748
20230618T050000Z,20.1,4,574.175,5772.0,5.036
20230618T060000Z,21.3,3.7,272.05,5772.0,5.283
20230618T070000Z,22.1,4.1,184.5,5772.0,5.492
20230618T080000Z,23.2,4.6,194.375,5772.0,5.596
20230618T090000Z,24.5,4.6,271.625,5772.0,5.236
20230618T100000Z,25,4.5,260.975,5772.0,4.579
20230618T110000Z,25.2,4,240.975,5772.0,3.1
20230618T120000Z,25.4,3.3,241.175,5772.0,2.579
20230618T130000Z,25.7,4,231.6,5772.0,4.898
20230618T140000Z,25.6,3.7,238.425,5772.0,5.619
20230618T150000Z,25.5,3.5,217.6,5772.0,5.62
20230618T160000Z,25.2,3,240.15,5772.0,5.7
20230618T170000Z,24.5,3.1,341.85,5772.0,5.689
20230618T180000Z,22.9,2.5,410.625,5772.0,5.512
20230618T190000Z,20.9,2.2,460.2,5772.0,5.356
20230618T200000Z,19.7,2.9,595.85,5772.0,5.127
20230618T210000Z,19.1,2.8,840.725,5772.0,4.954
20230618T220000Z,17.8,2,1134.5,5772.0,4.934
20230618T230000Z,16.3,1.8,1514.125,5772.0,4.734
20230619T000000Z,15.6,2.3,1800.075,5772.0,4.813
20230619T010000Z,13.7,0.8,1797.75,5772.0,4.984
20230619T020000Z,12.5,0.6,1584.9,5772.0,5.324
20230619T030000Z,16,1.2,1448.1,5772.0,5.685
20230619T040000Z,17.4,2.1,930.825,5772.0,7.262
20230619T050000Z,19.4,1.8,417.225,5772.0,8.81
20230619T060000Z,21.1,2.1,145.825,5772.0,12.839
20230619T070000Z,22.5,2.5,80.525,5772.0,11.565
20230619T080000Z,23.3,3.3,72.95,5772.0,9.631
20230619T090000Z,23.9,3.8,87.35,5772.0,8.995
20230619T100000Z,24.7,2.7,111.825,5772.0,8.758
20230619T110000Z,25.4,2.7,178.45,5772.0,8.631
20230619T120000Z,26.1,2.6,263.8,5772.0,8.538
20230619T130000Z,26.5,2.3,312.175,5772.0,8.497
20230619T140000Z,26.8,2,323.125,5772.0,8.434
20230619T150000Z,26.9,1.7,297.925,5772.0,8.52
20230619T160000Z,26.6,1.7,270.6,5772.0,8.507
20230619T170000Z,25.9,1.5,264.975,5772.0,8.453
20230619T180000Z,24.5,1.4,320.75,5772.0,8.407
20230619T190000Z,19.7,0.8,362.725,5772.0,7.5
20230619T200000Z,16.9,0.5,402.75,5772.0,6.25
20230619T210000Z,15,0.4,429.5,5772.0,5.773
20230619T220000Z,14.2,0.4,426.125,5772.0,5.643
20230619T230000Z,12.5,0.4,435.5,5772.0,5.597
20230620T000000Z,12.3,0.9,420.15,5772.0,5.574
20230620T010000Z,11.9,0.6,388.7,5772.0,5.533
20230620T020000Z,13.5,0.5,354.15,5772.0,5.575
20230620T030000Z,16.6,0.6,347.8,5772.0,5.597
20230620T040000Z,20,1.5,333.35,5772.0,5.891
20230620T050000Z,22.3,1.6,328.55,5772.0,6.753
20230620T060000Z,24.8,1.3,271.05,5772.0,7.851
20230620T070000Z,25.9,2,251.925,5772.0,6.915
20230620T080000Z,26.7,1.5,255.1,5772.0,6.505
20230620T090000Z,27.6,2.3,252.625,5772.0,6.207
20230620T100000Z,28.1,2.5,271.525,5772.0,6.352
20230620T110000Z,28.6,2.9,283.7,5772.0,5.968
20230620T120000Z,28.9,2.2,347.475,5772.0,5.884
20230620T130000Z,29.6,3.1,388.875,5772.0,5.943
20230620T140000Z,29.4,2.8,402.225,5772.0,6.165
20230620T150000Z,29.1,2.8,419.55,5772.0,6.445
20230620T160000Z,27.2,3.6,325.55,5772.0,6.86
20230620T170000Z,26.3,2.6,259.92499999999995,5772.0,7.064
20230620T180000Z,24.6,2.8,318.85,5772.0,6.268
20230620T190000Z,23.2,1.7,408.65,5772.0,6.021
20230620T200000Z,19.7,0.7,649.575,5772.0,5.727
20230620T210000Z,17.5,0.8,989.4,5772.0,5.586
20230620T220000Z,16.6,0.4,1263.0500000000002,5772.0,5.603
20230620T230000Z,15.6,0.5,1470.25,5772.0,5.14
20230621T000000Z,15.8,0.8,1439.65,5772.0,4.796
20230621T010000Z,15,0.6,1211.925,5772.0,4.823
20230621T020000Z,14.6,0.8,1071.575,5772.0,5.353
20230621T030000Z,18.2,1.5,878.625,5772.0,5.661
20230621T040000Z,20.6,1.9,609.05,5772.0,5.861
20230621T050000Z,22.5,1.5,365.775,5772.0,6.693
20230621T060000Z,24.4,1.3,353.85,5772.0,7.735
20230621T070000Z,25.2,2.9,453.225,5772.0,6.95
20230621T080000Z,26,3.5,563.0,5772.0,6.355
20230621T090000Z,26.9,4.1,749.7,5772.0,5.92
20230621T100000Z,27.5,4.1,869.25,5772.0,5.926
20230621T110000Z,27.8,4.5,976.7,5772.0,5.836
20230621T120000Z,27.5,4.6,1099.475,5772.0,5.819
20230621T130000Z,27.9,4.1,987.15,5772.0,5.849
20230621T140000Z,27.9,5.7,842.925,5772.0,5.86
20230621T150000Z,27.8,5.2,659.825,5772.0,5.922
20230621T160000Z,27.6,5.8,555.8,5772.0,5.955
20230621T170000Z,26.7,5,531.0,5772.0,5.878
20230621T180000Z,25.8,3.2,571.875,5772.0,5.691
20230621T190000Z,23.4,1.6,639.875,5772.0,5.576
20230621T200000Z,20.1,1,619.075,5772.0,5.1
20230621T210000Z,17.6,0.3,601.8,5772.0,4.537
20230621T220000Z,17.4,1.3,577.1,5772.0,4.782
20230621T230000Z,15.3,0.7,570.0,5772.0,4.531
20230622T000000Z,14.5,0.7,602.1,5772.0,4.145
20230622T010000Z,14.9,0.5,581.85,5772.0,4.107
20230622T020000Z,16.4,0.8,587.775,5772.0,4.535
20230622T030000Z,18.6,2.6,582.25,5772.0,4.986
20230622T040000Z,19,2.4,575.425,5772.0,5.057
20230622T050000Z,19.3,3.1,432.1,5772.0,5.523
20230622T060000Z,19,3.4,359.375,5772.0,5.951
20230622T070000Z,17.7,3.3,324.775,5772.0,5.919
20230622T080000Z,17.2,2.3,305.675,5772.0,5.291
20230622T090000Z,17.2,2.4,322.7,5772.0,5.142
20230622T100000Z,17.1,1.7,402.1,5772.0,5.011
20230622T110000Z,17.5,1.5,466.475,5772.0,4.859
20230622T120000Z,17.6,1.8,680.8499999999999,5772.0,4.802
20230622T130000Z,17.6,2.8,819.775,5772.0,4.672
20230622T140000Z,17.9,3.2,833.45,5772.0,4.206
20230622T150000Z,18.2,3.9,1009.95,5772.0,4.46
20230622T160000Z,18.5,3.6,1020.775,5772.0,4.824
20230622T170000Z,18.6,3.1,933.325,5772.0,4.89
20230622T180000Z,18.4,2.8,946.225,5772.0,4.891
20230622T190000Z,17.4,2,963.3,5772.0,4.898
20230622T200000Z,16.2,1.8,954.15,5772.0,4.702
20230622T210000Z,16.2,2.1,1001.825,5772.0,2.227
20230622T220000Z,16.4,2.2,1110.05,5772.0,1.63
20230622T230000Z,16.4,4.6,1260.7,5772.0,0.992
20230623T000000Z,15.7,4.4,1418.225,5772.0,0.371
20230623T010000Z,15.5,3.1,1326.3,5772.0,0.227
20230623T020000Z,15.6,2.8,1186.975,5772.0,0.339
20230623T030000Z,15.3,3.3,1014.3,5772.0,1.043
20230623T040000Z,16,3.9,836.225,5772.0,1.748
20230623T050000Z,16.9,4.1,761.375,5772.0,3.156
20230623T060000Z,17.8,5.2,749.6500000000001,5772.0,1.936
20230623T070000Z,18.9,5.4,787.5,5772.0,1.739
20230623T080000Z,19.7,5.8,887.475,5772.0,1.618
20230623T090000Z,20.8,5.6,913.075,5772.0,1.022
20230623T100000Z,21.7,5.7,962.575,5772.0,0.54
20230623T110000Z,22.5,6,1078.25,5772.0,0.262
20230623T120000Z,23,6.1,1158.325,5772.0,0.226
20230623T130000Z,22.9,6.3,1189.675,5772.0,0.223
20230623T140000Z,22.5,6.2,1126.65,5772.0,0.34
20230623T150000Z,22,6.5,1163.7,5772.0,1.208
20230623T160000Z,21.1,6,1284.85,5772.0,1.704
20230623T170000Z,20,5.6,1230.9,5772.0,1.68
20230623T180000Z,18.6,5,1224.725,5772.0,1.625
20230623T190000Z,17.3,4.1,1253.475,5772.0,1.607
20230623T200000Z,16.2,3.4,1245.15,5772.0,1.49
20230623T210000Z,15,3.2,1383.95,5772.0,0.996
20230623T220000Z,14.1,3.2,1547.025,5772.0,0.45
20230623T230000Z,13.3,2.5,1596.725,5772.0,0.299
20230624T000000Z,12.1,2.5,1612.375,5772.0,0.228
20230624T010000Z,12.3,2.9,1544.1,5772.0,0.226
20230624T020000Z,12.9,3.1,1318.775,5772.0,0.345
20230624T030000Z,13.6,3.9,1089.05,5772.0,1.001
20230624T040000Z,13.9,4.1,798.75,5772.0,1.659
20230624T050000Z,14.2,4.2,618.5,5772.0,1.858
20230624T060000Z,15.1,4.8,599.05,5772.0,2.022
20230624T070000Z,15.5,4.5,641.075,5772.0,2.134
20230624T080000Z,16.4,4.5,710.05,5772.0,2.186
20230624T090000Z,16.9,4.6,677.875,5772.0,2.193
20230624T100000Z,16.9,5.8,614.6,5772.0,1.499
20230624T110000Z,17.6,6.4,537.375,5772.0,0.19
20230624T120000Z,17.3,6.1,460.95,5772.0,0.031
20230624T130000Z,16.5,4.6,304.45,5772.0,1.0
20230624T140000Z,16.3,4.5,224.325,5772.0,2.752
20230624T150000Z,16.3,4.5,201.325,5772.0,5.199
20230624T160000Z,16,4.6,178.725,5772.0,5.101
20230624T170000Z,15.6,4.3,154.425,5772.0,5.307
20230624T180000Z,15,3.4,146.55,5772.0,5.201
20230624T190000Z,14.1,2.4,168.05,5772.0,5.036
20230624T200000Z,13.1,2.2,177.85,5772.0,4.53
20230624T210000Z,12.2,1.8,218.15,5772.0,3.852
20230624T220000Z,11.6,1.5,201.425,5772.0,4.947
20230624T230000Z,11.1,1.3,212.1,5772.0,4.569
20230625T000000Z,10.3,0.7,212.85,5772.0,3.812
20230625T010000Z,8.9,0.7,194.35,5772.0,3.478
20230625T020000Z,10.6,0.4,186.7,5772.0,4.265
20230625T030000Z,13.1,0.8,127.35,5772.0,4.639
20230625T040000Z,14.8,1.8,71.8,5772.0,5.359
20230625T050000Z,16.2,2,50.85,5772.0,5.585
20230625T060000Z,16.9,2.2,40.125,5772.0,5.4
20230625T070000Z,18.1,2.4,51.9,5772.0,3.255
20230625T080000Z,19.4,2.8,68.6,5772.0,0.992
20230625T090000Z,20.4,2.9,100.225,5772.0,0.019
20230625T100000Z,21.1,2.7,132.2,5772.0,0.089
20230625T110000Z,21.1,3.7,167.8,5772.0,0.099
20230625T120000Z,20.6,2.3,235.9,5772.0,0.096
20230625T130000Z,20.9,4.7,285.4,5772.0,0.553
20230625T140000Z,17,2.9,337.25,5772.0,2.165
20230625T150000Z,17.9,1,343.075,5772.0,5.923
20230625T160000Z,19.2,1.1,330.325,5772.0,6.19
20230625T170000Z,19.7,1.5,303.275,5772.0,6.15
20230625T180000Z,19.3,1,323.45,5772.0,6.054
20230625T190000Z,17.6,1.1,385.15,5772.0,6.003
20230625T200000Z,14.8,0.7,373.7,5772.0,5.85
20230625T210000Z,13.7,0.5,404.125,5772.0,5.625
20230625T220000Z,12.9,0.4,391.525,5772.0,6.49
20230625T230000Z,11.9,0.6,427.775,5772.0,6.047
20230626T000000Z,11.6,0.7,513.05,5772.0,5.991
20230626T010000Z,11.6,0.8,578.75,5772.0,5.916
20230626T020000Z,13.2,1,550.5,5772.0,5.943
20230626T030000Z,16.2,2.1,492.5,5772.0,6.496
20230626T040000Z,17.7,2.1,300.075,5772.0,7.403
20230626T050000Z,19.1,1.2,137.5,5772.0,12.971
20230626T060000Z,19.6,2.1,61.45,5772.0,12.058
20230626T070000Z,20.5,2.4,55.8,5772.0,10.152
20230626T080000Z,21.1,2.5,73.07499999999999,5772.0,8.79
20230626T090000Z,21.8,2.8,122.225,5772.0,8.14
20230626T100000Z,22.5,2.9,164.7,5772.0,7.963
20230626T110000Z,23.4,3.1,184.325,5772.0,7.36
20230626T120000Z,23.6,3.9,211.9,5772.0,7.335
20230626T130000Z,24.1,3.5,254.025,5772.0,8.427
20230626T140000Z,23.7,2.9,263.9,5772.0,9.072
20230626T150000Z,24,4,244.175,5772.0,8.13
20230626T160000Z,24.1,4.3,246.0,5772.0,10.0
20230626T170000Z,23.5,3.4,277.225,5772.0,9.382
20230626T180000Z,21.2,2.4,291.15,5772.0,8.491
20230626T190000Z,18.9,1,306.25,5772.0,6.937
20230626T200000Z,16.2,0.8,355.55,5772.0,6.345
20230626T210000Z,14.5,0.7,393.15,5772.0,5.693
20230626T220000Z,13.4,1,417.875,5772.0,6.503
20230626T230000Z,13.1,0.7,386.725,5772.0,6.256
20230627T000000Z,11.9,1,565.7750000000001,5772.0,6.334
20230627T010000Z,12.1,0.6,498.6,5772.0,6.51
20230627T020000Z,14.1,1.3,390.375,5772.0,6.786
20230627T030000Z,16.8,1.5,385.6,5772.0,7.247
20230627T040000Z,18.4,1.8,331.20000000000005,5772.0,10.199
20230627T050000Z,19.3,3,187.375,5772.0,8.998
20230627T060000Z,20.7,2.9,86.95,5772.0,9.053
20230627T070000Z,21.8,3.1,90.125,5772.0,7.78
20230627T080000Z,22.4,3,99.45,5772.0,7.962
20230627T090000Z,22.5,2.6,125.95,5772.0,7.835
20230627T100000Z,23.2,3.2,186.65,5772.0,7.071
20230627T110000Z,22.7,2.8,337.325,5772.0,6.502
20230627T120000Z,22.4,2.6,371.25,5772.0,6.812
20230627T130000Z,21.7,3.4,327.25,5772.0,7.608
20230627T140000Z,23.1,2.2,283.79999999999995,5772.0,7.636
20230627T150000Z,22.2,2.2,355.125,5772.0,8.078
20230627T160000Z,21.6,1.8,360.875,5772.0,9.178
20230627T170000Z,20.9,2.2,258.375,5772.0,10.463
20230627T180000Z,19.6,0.9,227.775,5772.0,9.579
20230627T190000Z,17.3,1.2,229.175,5772.0,11.451
20230627T200000Z,16.6,0.7,209.35,5772.0,9.166
20230627T210000Z,15.1,0.7,190.25,5772.0,7.9
20230627T220000Z,13.5,1.1,146.175,5772.0,8.181
20230627T230000Z,13.2,0.7,155.075,5772.0,7.652
20230628T000000Z,12.5,0.6,155.775,5772.0,7.444
20230628T010000Z,12.1,0.7,91.525,5772.0,7.414
20230628T020000Z,12.2,0.6,59.8,5772.0,7.44
20230628T030000Z,14.8,0.6,40.6,5772.0,9.212
20230628T040000Z,17.9,0.7,27.025,5772.0,11.603
20230628T050000Z,20.2,0.9,23.9,5772.0,13.15
20230628T060000Z,21.7,1.1,28.1,5772.0,12.792
20230628T070000Z,22.8,1.5,38.9,5772.0,11.365
20230628T080000Z,21.4,1.8,46.1,5772.0,10.189
20230628T090000Z,19.4,1.7,48.55,5772.0,9.93
20230628T100000Z,22.1,1.7,95.125,5772.0,10.118
20230628T110000Z,22.3,3.2,178.1,5772.0,9.742
20230628T120000Z,22.1,3.4,200.975,5772.0,9.559
20230628T130000Z,22.6,3.4,216.75,5772.0,9.539
20230628T140000Z,23,2.8,207.725,5772.0,9.76
20230628T150000Z,23,2.2,182.0,5772.0,10.708
20230628T160000Z,22.9,1.7,171.525,5772.0,12.892
20230628T170000Z,22.7,2.8,164.825,5772.0,15.518
20230628T180000Z,21,1.5,135.45,5772.0,16.637
20230628T190000Z,19.6,1.1,111.625,5772.0,15.76
20230628T200000Z,16.7,1,86.025,5772.0,14.0
20230628T210000Z,15.3,0.6,52.25,5772.0,10.658
20230628T220000Z,14.6,0.5,55.5,5772.0,10.0
20230628T230000Z,13.8,0.5,64.95,5772.0,9.289
20230629T000000Z,13,0.6,61.05,5772.0,9.004
20230629T010000Z,12.7,0.8,52.575,5772.0,8.994
20230629T020000Z,13.7,0.7,43.425,5772.0,9.5
20230629T030000Z,16.3,0.9,49.65,5772.0,10.446
20230629T040000Z,19.8,0.5,41.55,5772.0,12.181
20230629T050000Z,21,0.7,32.8,5772.0,13.055
20230629T060000Z,22,1.1,37.65,5772.0,13.031
20230629T070000Z,22.2,1.4,48.425,5772.0,11.639
20230629T080000Z,22.8,2.6,55.875,5772.0,10.595
20230629T090000Z,21.2,3.5,100.25,5772.0,9.86
20230629T100000Z,23.1,1.8,137.3,5772.0,9.999
20230629T110000Z,23.8,3.4,169.175,5772.0,9.824
20230629T120000Z,22.7,2.4,277.85,5772.0,9.86
20230629T130000Z,23.4,1.7,329.35,5772.0,10.0
20230629T140000Z,24.9,1.4,304.1,5772.0,10.112
20230629T150000Z,24.8,1.9,403.925,5772.0,11.203
20230629T160000Z,25,1.7,429.825,5772.0,13.126
20230629T170000Z,23.5,1.7,270.05,5772.0,16.625
20230629T180000Z,22,1.7,230.1,5772.0,13.015
20230629T190000Z,19.3,1.2,187.725,5772.0,11.335
20230629T200000Z,16.7,1.2,229.025,5772.0,10.0
20230629T210000Z,15.3,0.6,218.875,5772.0,9.599
20230629T220000Z,14.4,0.6,224.4,5772.0,8.51
20230629T230000Z,13.7,0.6,252.025,5772.0,7.583
20230630T000000Z,12.9,0.5,282.4,5772.0,7.372
20230630T010000Z,12.4,0.7,299.125,5772.0,7.183
20230630T020000Z,13.5,0.4,251.3,5772.0,7.202
20230630T030000Z,17.3,0.4,213.35,5772.0,7.645
20230630T040000Z,20.6,0.8,180.725,5772.0,8.319
20230630T050000Z,22.4,1.4,146.675,5772.0,9.346
20230630T060000Z,23.2,1.4,118.9,5772.0,9.808
20230630T070000Z,23.8,1.5,124.3,5772.0,8.49
20230630T080000Z,24.4,1.7,213.025,5772.0,8.498
20230630T090000Z,24,1.6,285.225,5772.0,8.433
20230630T100000Z,24.5,1.9,438.875,5772.0,8.139
20230630T110000Z,26.3,1.5,784.05,5772.0,8.001
20230630T120000Z,26.1,2,1030.1,5772.0,7.915
20230630T130000Z,26.8,2.7,1089.725,5772.0,7.629
20230630T140000Z,22.8,4.4,919.175,5772.0,6.967
20230630T150000Z,19.4,2.4,783.475,5772.0,6.89
20230630T160000Z,20.4,2.8,781.525,5772.0,6.914
20230630T170000Z,20,1.7,839.85,5772.0,6.826
20230630T180000Z,19.8,1,1019.25,5772.0,6.46
20230630T190000Z,19,2.1,1176.625,5772.0,6.018
20230630T200000Z,17.6,1.4,1409.5,5772.0,5.658
20230630T210000Z,16.1,0.8,1525.9,5772.0,3.995
20230630T220000Z,14.9,0.4,1659.525,5772.0,2.237
20230630T230000Z,13.7,0.5,1737.9,5772.0,2.049
20230701T000000Z,14,0.6,1817.15,5772.0,2.017
20230701T010000Z,14.5,0.9,1790.925,5772.0,1.996
20230701T020000Z,14.5,1,1582.125,5772.0,1.977
20230701T030000Z,15.5,1.5,1501.275,5772.0,2.015
20230701T040000Z,16,1.8,1544.05,5772.0,2.796
20230701T050000Z,16.1,2.5,1583.275,5772.0,3.934
20230701T060000Z,15.8,2.8,1603.425,5772.0,2.526
20230701T070000Z,16,1.7,1527.775,5772.0,2.942
20230701T080000Z,16.3,1.7,1501.025,5772.0,2.987
20230701T090000Z,16.4,2.6,1475.725,5772.0,2.461
20230701T100000Z,16.7,2.9,1477.75,5772.0,1.683
20230701T110000Z,16.9,1.8,1388.725,5772.0,0.443
20230701T120000Z,16.4,2.1,1344.525,5772.0,0.007
20230701T130000Z,16.2,1.7,1223.35,5772.0,0.099
20230701T140000Z,16.3,1.4,1119.4499999999998,5772.0,1.267
20230701T150000Z,15.4,2,1047.9,5772.0,5.24
20230701T160000Z,15.1,1.6,969.275,5772.0,5.584
20230701T170000Z,14.9,1.9,969.125,5772.0,5.819
20230701T180000Z,14.5,1.5,1014.225,5772.0,5.587
20230701T190000Z,14.1,1.9,1029.2,5772.0,5.557
20230701T200000Z,13.9,1.7,1063.175,5772.0,5.512
20230701T210000Z,14,2.3,1138.0,5772.0,4.534
20230701T220000Z,13.6,2.9,1210.175,5772.0,1.645
20230701T230000Z,13.5,2.4,1320.75,5772.0,0.317
20230702T000000Z,13,2.8,1459.0,5772.0,0.001
